funded_amnt,loan_term_year,int_rate,grade_code,purpose_code,addr_state_code,home_ownership_code,annual_inc,dti,revol_util,pub_rec_bankruptcies,repaid,total_pymnt
6000,3,10.65,1,1,1,4,30000,19.36,78.6,0,1,6906.2806214984985
20000,3,7.9,0,13,4,4,50000,12.84,39.8,0,1,22528.97
10800,5,16.77,3,2,5,4,23000,11.22,64.2,0,1,11960.69775
20000,5,14.27,2,2,0,4,110000,10.3,79.8,0,1,26335.470686238707
6000,3,8.9,0,2,3,4,83954,17.48,78.1,0,1,6904.600000994698
25000,3,8.9,0,2,0,4,60000,25.4,68.7,0,1,28577.85
5600,3,6.03,0,0,4,3,41100,3.97,2.7,0,1,5875.107097375201
6000,3,12.42,1,0,2,4,92000,10.6,82.5,0,1,7217.635928
21800,5,12.42,1,2,0,4,90000,26.33,59.3,0,1,29374.07332
11000,3,7.51,0,2,1,4,48000,24.1,62.3,0,1,12225.67202
6500,3,10.65,1,2,5,4,30600,13.45,62.9,0,1,7522.337477492701
12000,3,12.69,1,2,0,4,45000,8.85,70,0,1,14123.93393
21000,3,7.9,0,2,4,0,150500,3.69,67.8,0,1,23655.42
8400,3,16.77,3,1,4,4,32000,16.95,74.9,0,1,9878.440235
7200,3,11.71,1,1,1,4,33000,12.69,70.3,0,0,7338.4
12800,5,14.27,2,1,1,4,75000,16.75,67,0,1,17264.13
3050,3,9.91,1,0,5,4,16800,3.5,86.3,0,1,3538.28
9000,3,14.65,2,2,2,4,38000,19.55,92.2,0,1,10851.51786
8500,3,16.29,3,2,2,4,61000,11.76,83.9,0,1,9254.061706
21275,5,11.71,1,2,4,4,70000,19.42,44.9,0,1,28208.299234789098
21000,5,14.27,2,1,1,0,90000,8.76,82.2,0,1,27652.23283
28625,5,20.3,4,2,4,3,55000,21.25,95.9,0,1,45268.49994
7300,3,11.71,1,9,4,4,50000,12.79,37.3,0,1,7574.944889
14100,5,17.58,3,11,5,4,43000,4.83,70.5,0,1,21289.78959
15325,5,19.03,4,2,0,4,95000,15.56,48.8,0,1,23885.83082
10000,3,14.65,2,1,4,4,36000,9.6,57.2,0,1,12421.99
10000,3,17.27,3,11,4,4,80000,5.73,91,0,1,12878.25563
10000,3,15.27,2,11,4,4,55000,0.89,18.1,0,1,12527.15
5000,3,6.03,0,9,4,4,64424,0.93,0.7,0,1,5478.387981
5000,3,8.9,0,2,4,4,56000,15.47,79,0,1,5715.559999999499
6000,3,14.27,2,1,0,4,30000,15.68,96.9,0,0,6528.97
7000,3,16.77,3,13,4,4,41000,20.31,97.8,0,0,1582.620000000001
3000,3,12.69,1,2,0,4,30000,15.4,94.8,0,0,1137.33
24925,5,23.91,6,1,1,4,60000,17.74,98.9,0,1,37823.36996
12000,5,14.27,2,1,1,4,80000,6.51,78.7,0,1,13600.57313
13200,3,11.71,1,2,0,0,41600,9.55,77.6,0,0,4940.14
6000,3,6.03,0,6,3,4,48000,15.25,15.3,0,1,6568.595934924399
17500,5,12.42,1,1,4,4,70000,16.7,67.3,0,1,18211.67182
10000,3,14.27,2,2,0,4,55000,22.1,54.3,0,1,12351.21
10000,3,10.65,1,2,1,4,26000,9.78,61,0,1,11726.32
20000,5,18.25,3,11,2,4,70000,18.41,71.2,0,0,23981.15
4400,3,19.03,4,11,4,4,80000,2.65,99.1,0,1,5808.640001
21825,5,20.3,4,13,3,0,100000,24.71,68.7,0,1,28481.494293430296
13600,5,12.69,1,2,5,4,62000,11.98,53.5,0,1,17513.550003520602
35000,3,16.77,3,2,5,0,100000,19.03,74.6,0,1,44525.8164
7200,3,13.49,2,2,2,0,60000,22.22,50.6,0,1,8403.219338
15925,5,15.96,2,11,1,0,150000,5.66,40.6,0,1,22192.07999
4000,3,12.69,1,9,0,4,80000,21.66,97.3,0,1,4830.46
7000,3,7.51,0,1,1,4,31000,26.86,44.1,0,1,7839.910001
15000,5,16.77,3,1,1,4,42000,15.69,73.3,0,1,22256.037625384903
28000,3,7.9,0,1,3,4,65000,14.64,36.2,0,1,31032.587889667604
14000,3,8.9,0,9,4,4,62004,9.08,69.9,0,1,16003.6
11500,3,11.71,1,2,0,4,74000,7.96,84.1,0,1,13372.10331
16000,3,9.91,1,2,0,4,65000,10.36,94.3,0,1,17995.82381
12000,3,13.49,2,1,1,0,61000,17.67,90.3,0,1,14564.618381023998
12000,3,7.51,0,2,4,4,83000,8.36,82.7,0,0,3536.41
17000,3,6.03,0,11,0,0,120000,8.94,4.1,0,1,18626.52999
14000,5,18.25,3,13,5,4,32000,16.28,87,0,1,21444.68834
8000,3,14.65,2,2,0,4,72100,6.71,92.7,0,1,8798.369207
10000,3,14.27,2,0,4,4,40000,18.69,87.5,0,1,11156.10751
8175,5,13.49,2,9,0,4,75000,23.58,57.5,0,1,11283.63705
14000,3,10.65,1,1,2,4,48880,21.95,73.7,0,1,16416.88001
9000,3,11.71,1,2,1,0,110000,13.06,65.2,0,1,10716.58
16000,5,17.27,3,1,0,0,60000,11.98,80.8,0,1,23623.28
9000,3,13.49,2,2,1,0,50000,1.99,42.4,0,1,10993.42
9600,3,7.51,0,2,0,4,55000,27.34,74.8,0,0,7120.37
12000,5,12.69,1,2,0,0,63000,20.67,64.1,0,0,12973.19
12325,5,11.71,1,4,5,0,133224,10.97,46.3,0,1,16341.39411
12000,3,16.77,3,2,0,4,38000,21.32,82.5,0,1,14112.24891
12000,5,14.27,2,7,0,4,41000,22.77,78.9,0,1,16853.869634875602
10000,3,10.65,1,2,5,4,45000,11.41,88,0,1,11726.32
10000,3,16.77,3,2,0,4,35000,18.55,53.7,0,1,12793.75
11000,3,9.91,1,13,5,0,74000,18.24,81.6,0,1,12761.05
3000,3,13.49,2,2,0,4,105000,7.25,79.6,0,1,3653.243832
8200,5,16.77,3,1,0,4,42000,5.06,90,0,0,3035.9
17000,3,12.42,1,1,0,3,80000,16.65,81.2,0,1,20450.14999
5000,3,10.65,1,0,1,0,35000,13.92,30.5,0,1,5863.1599999994005
13200,5,17.27,3,1,3,4,40000,24.36,61,0,1,17529.27529
15000,5,15.96,2,1,1,4,37000,20.14,83.7,0,0,9111.500000000002
5000,3,14.27,2,2,0,4,56000,10.03,90.2,0,1,6120.435068
7200,3,7.9,0,1,0,4,38000,14.34,70.7,0,1,7985.548506
15000,3,7.9,0,2,5,4,43000,19.4,60.3,0,1,16920.475091477052
9875,5,19.42,4,2,0,0,60000,9.12,89.9,0,0,258.46
5000,5,21.28,5,2,1,4,46000,6.1,91,0,1,7281.690845
9600,3,11.71,1,2,1,0,105000,10.19,93.9,0,1,10705.59433
16000,5,19.91,4,2,4,4,107000,6.47,68.4,0,1,24813.03
22875,5,19.03,4,1,0,0,235000,14.08,83.8,0,0,19075.97
8225,5,17.58,3,2,0,4,78000,13.18,45.2,0,0,6353.86
20000,5,20.3,4,2,3,0,51750,18.97,92.5,0,1,31992.9472
6000,3,14.65,2,9,5,0,57600,23.42,52.9,0,1,7450.730001
8000,3,15.27,2,5,0,3,108000,12.48,81.8,0,0,3403.21
15500,5,13.49,2,2,4,4,40000,11.19,57,0,1,21394.18497
7000,3,8.9,0,1,2,4,97600,7.97,91.8,0,1,8001.780001399998
10400,3,14.65,2,1,5,4,45000,11.31,61.9,0,1,12914.62001
5050,5,11.71,1,13,0,0,88000,3.25,51.1,0,1,6695.659924048001
5000,3,12.42,1,2,2,4,42500,16.69,83.2,0,1,6014.729999999799
18550,5,20.3,4,2,1,4,75000,18.77,71.4,0,1,29673.493704620098
21000,3,13.49,2,2,3,0,103000,12.41,86.2,0,1,25518.360014911206
7000,3,14.27,2,11,2,4,42000,11.09,9.3,0,1,7486.19702
17475,5,7.9,0,4,4,0,90000,8.44,52.7,0,1,21209.57904
16500,3,16.77,3,2,4,4,110000,10.22,70.2,0,1,21109.719990784204
7000,3,7.9,0,1,5,0,38400,9.34,26.5,0,1,7793.220829
24000,3,11.71,1,2,3,0,80000,13.26,66.4,0,1,28546.31002
13200,3,16.77,3,1,2,4,80952,12.79,84.1,0,1,16887.800003321398
12000,3,8.9,0,2,0,4,70000,6.02,50,0,1,13717.389996053898
30000,3,10.65,1,2,5,0,175000,17.15,56.9,0,1,35179.05999
1200,3,12.69,1,12,0,4,34000,13.41,94.2,0,0,899.22
4800,3,8.9,0,2,1,4,35000,14.95,49.7,0,1,5486.939999
18000,5,20.89,5,2,0,4,60000,20.74,94.7,0,1,28789.91003
7200,3,8.9,0,2,0,4,35000,15.02,68.1,0,1,8230.399999
15000,3,9.91,1,2,0,3,35000,15.15,52.9,0,1,17401.44001
10500,3,15.27,2,2,0,4,60000,9.92,80.7,0,1,13153.49
15000,5,17.27,3,9,0,3,75000,16.21,74.9,0,1,16461.875095059702
5000,3,7.9,0,11,2,0,66000,7.75,47.9,0,0,4067.9600000000014
12800,5,13.49,2,2,2,4,77000,8.74,70.1,0,1,15972.0062
4000,3,8.9,0,11,0,0,62000,13.16,52.3,0,1,4572.4300000007015
35000,5,20.89,5,2,0,4,90000,7.93,82.2,0,0,43184.67
5900,3,12.42,1,2,1,4,14400,6.17,46.4,0,1,6792.324878
12600,5,14.27,2,2,4,4,43200,18.61,52.5,0,1,16427.61671
20000,3,11.71,1,2,5,0,125000,14.95,56.8,0,1,23814.699999998706
10000,3,6.03,0,9,5,0,70000,12.29,12.8,0,1,10366.44568
2250,3,15.27,2,9,1,0,17352,19.5,90.3,0,1,2836.488938719898
10000,3,10.65,1,1,1,0,45500,8.78,86.4,0,1,11572.82212
5600,3,8.9,0,1,2,4,19200,13.19,12.8,0,1,6331.008485
4800,3,6.03,0,9,3,3,35000,14.61,15.1,0,1,5203.453232243401
15700,5,14.65,2,2,1,0,63000,24.93,62.6,0,1,22017.080016419703
10000,3,11.71,1,2,0,4,29406,10.41,82.5,0,0,6945.959999999999
24000,3,12.69,1,1,0,4,120000,13.9,83.3,0,0,28413.790000000005
12000,3,8.9,0,2,4,4,100000,12.94,57.2,0,1,13717.389996053598
5000,3,12.42,1,1,4,4,45000,4.21,81,0,1,5954.567795732299
30000,5,21.67,5,2,4,4,85000,11.44,97.3,0,1,49376.82596
18000,3,17.27,3,2,4,4,80000,21.43,63.7,0,1,23190.040011421093
10000,3,9.91,1,2,3,4,75000,11.23,61.9,0,1,11401.54608
17475,3,9.91,1,2,0,4,45408,24.92,49.2,0,1,20263.93001
10400,5,22.35,5,2,0,0,72000,8.82,99.3,0,0,3525.35
10000,3,10.65,1,1,0,4,67500,9.3,77.9,0,1,11437.46751
19075,5,18.25,3,2,0,4,48000,21.2,70.8,0,1,25901.492437578298
24000,3,7.9,0,2,4,4,65000,22.12,41.4,0,1,27034.770007895902
15000,3,8.9,0,4,5,0,75000,21.6,46.9,0,1,17146.73001
28000,5,14.65,2,1,0,4,160000,11.81,73.9,0,1,39658.95879
15000,3,14.27,2,1,5,0,35000,12.58,92,0,1,18002.14516
13225,3,12.69,1,1,5,0,65000,23.48,86.5,0,1,14970.24498
11775,3,13.49,2,1,1,4,44400,13.11,82.1,0,1,14383.05001
16400,5,17.27,3,1,3,4,61500,12.51,72.3,0,0,9955
10000,3,14.27,2,2,4,4,62000,20.94,62.7,0,1,12351.21
13000,3,9.91,1,2,4,4,50000,17.3,30.7,0,0,14358.94
15000,3,11.71,1,2,1,4,75000,11.7,79.8,0,1,17085.366207029703
5000,5,16.77,3,2,4,0,90000,3.92,83.1,0,0,7468.629999999997
18275,5,20.3,4,11,1,0,110000,23.21,56.3,0,0,12389.79
18000,5,15.27,2,2,4,0,50000,15.31,73.5,0,1,18697.072
12000,5,16.77,3,2,1,4,40000,18.66,92.1,0,0,5018.36
18000,3,9.91,1,1,5,0,70000,22.51,66.8,0,1,18910.41748
7200,3,9.91,1,1,0,4,90000,8.59,49.9,0,1,7565.898677
5000,3,14.27,2,2,3,4,32000,20.93,98.4,0,0,1715.5
6600,3,10.65,1,1,1,4,42000,10.11,93.7,0,1,7739.360002
7000,3,6.62,0,0,0,0,24000,11.45,22.9,0,1,7581.625552
20000,3,15.27,2,2,0,4,130000,9.67,46.8,0,1,24122.00012
8000,3,12.42,1,1,3,4,35000,23.79,76,0,0,7087.120000000003
20000,3,11.71,1,1,0,4,67000,16.55,84,0,1,23082.7324
10000,3,8.9,0,2,4,4,31000,20.79,75.3,0,1,11431.12
10175,5,12.69,1,2,3,4,50000,26.11,26,0,0,12207.97
18000,3,16.29,3,1,0,4,66000,15.67,92.9,0,1,22874.610012178306
4000,3,12.42,1,1,4,4,100000,9.6,54.9,0,1,4804.94
17900,5,14.27,2,2,0,4,45000,19.09,47.4,0,1,24301.529971185497
20125,5,19.42,4,1,5,0,103000,19.7,95.9,0,1,28442.5845
18375,5,21.28,5,2,1,4,137000,8.73,74,0,1,25222.19353
2425,3,15.27,2,4,3,3,80004,23.92,76.8,0,1,3052.799276
6950,3,9.91,1,1,0,4,43000,20.51,83,0,1,7349.790661
12375,3,9.91,1,1,1,3,32000,24.3,79.4,0,1,13435.33138
14000,5,17.27,3,2,0,4,60500,19.95,96.2,0,1,14401.85574
14000,3,14.27,2,2,4,4,35000,8.4,65.7,0,1,16745.80143
4800,3,14.65,2,1,0,4,44600,15.28,92.5,0,1,5890.648789
16000,3,12.69,1,1,4,3,67000,12.48,81.5,0,1,19321.81
5000,3,7.9,0,2,0,0,44136,3.37,87.9,0,1,5554.713123898301
22050,5,12.42,1,2,1,0,66000,8.96,42.9,0,1,29570.10679602902
10000,3,10.65,1,1,4,4,36000,11.2,74.2,0,1,11725.17
3000,3,17.58,3,9,0,0,56604,6.78,96.8,0,1,3881.699999
6000,3,7.9,0,1,0,4,23040,12.66,62.3,0,0,3205.660000000001
20000,5,16.77,3,1,4,4,90000,16.77,77.3,0,1,29179.12000000001
9650,5,9.91,1,2,3,4,35000,17.45,52.2,0,1,12314.025190099395
5875,3,7.9,0,2,0,3,17640,14.63,43.2,0,1,6617.849997919399
11200,3,11.71,1,9,4,4,48000,8.68,31.7,0,1,12816.14166
10000,3,14.27,2,1,0,4,65000,6.85,59.4,0,1,11982.87873
20000,5,14.27,2,2,0,4,40000,20.61,65.8,0,1,27732.63
9450,3,14.27,2,1,3,4,28800,18.96,54,0,1,11671.88999
19000,5,16.77,3,2,5,3,38000,18.09,69.6,0,0,18534.22
18825,5,18.64,4,2,3,0,85000,14.77,91.2,0,1,25904.97693
20400,5,17.58,3,1,3,4,52000,17.86,89.7,0,1,30067.51000580149
24500,5,17.27,3,2,3,4,52000,13.85,95.4,0,1,36746.71477
9000,3,10.65,1,2,2,4,45000,23.39,72.7,0,1,10553.72
15000,5,11.71,1,1,0,0,75000,14.05,74.5,0,1,17877.566153804004
20000,5,18.64,4,1,4,4,50000,13.37,89.7,0,1,30891.34141
6000,3,10.65,1,2,5,4,40000,20.73,46.8,0,1,6432.872039006999
5600,3,7.9,0,1,4,4,25000,10.9,49.5,0,1,6323.101756
7000,3,10.65,1,2,4,4,85000,5.22,96.1,0,1,8208.410001
20300,5,14.27,2,2,4,4,80000,27.76,59.6,0,0,20433.6
6000,3,10.65,1,1,2,4,55000,7.99,62.6,0,1,6253.769349
12000,3,7.9,0,2,3,4,110000,4.85,64.4,0,1,13517.35999
13650,3,10.65,1,1,1,4,44000,24.57,83.3,0,1,16006.44999
25000,5,14.65,2,1,0,0,106000,7.15,56.4,0,1,28940.6031
18800,5,21.28,5,2,4,4,75000,11.73,93.1,0,0,5086.3200000000015
13950,5,11.71,1,2,1,4,40000,19.68,43.8,0,1,17231.97673
20000,5,18.25,3,2,1,4,105000,12.74,90.4,0,1,23695.70573
14400,3,15.27,2,1,0,4,58977,12.88,86.4,0,1,18039.099995267807
8400,3,12.69,1,13,3,4,75000,3.81,63,0,1,10143.94
22000,5,17.27,3,2,4,4,54329,7.91,77.1,0,1,30880.559979575497
12000,3,12.69,1,2,4,4,200000,6.61,71.5,0,1,13500.57325
24000,3,8.9,0,4,5,0,70000,1.77,36.2,0,1,27133.26448507751
4800,3,6.03,0,9,4,4,54996,5.89,38.3,0,1,5274.231733
4750,3,8.9,0,4,0,3,48000,10.07,3.7,0,1,5429.790000336599
12000,5,20.89,5,2,0,0,100000,13.76,68.3,1,1,16264.589310914402
9600,3,16.77,3,1,1,4,37000,19.62,58.6,0,1,12282.05001
22500,3,14.27,2,2,3,4,70000,12.07,36.7,0,1,26183.56595
15000,3,17.27,3,2,0,3,57000,12.08,89,0,1,19325.10002
19400,3,12.69,1,1,0,4,50000,17.66,72.3,0,1,21072.496257059294
10000,3,15.27,2,1,1,4,42000,16.37,81.7,0,0,2390.03
4800,3,10.65,1,2,0,4,22000,8.07,35.5,0,1,5540.610342
23350,5,11.71,1,11,0,0,90000,8.07,25.3,0,0,4835.2
2500,3,15.27,2,2,2,4,40000,15.27,67.3,0,1,2531.91
12625,5,20.89,5,2,0,0,54000,18.02,0,0,1,20127.08704
8800,5,20.3,4,12,0,4,135000,8.77,88.2,0,1,14076.94793
10000,3,12.69,1,2,3,0,44000,14.56,55.6,0,1,12076.130000001102
11100,3,15.27,2,2,4,4,45000,4.64,95.8,0,0,5091.96
21000,5,13.49,2,4,4,0,60000,11.34,53.5,0,1,28985.87975738729
5000,3,11.71,1,1,4,3,20000,11.4,93.9,0,1,5953.679999999299
21000,5,17.27,3,2,4,3,42000,15.8,74.2,0,0,17572.11
11700,3,11.71,1,1,4,4,30000,22.48,89.5,0,1,13502.75053
15000,3,14.27,2,2,3,4,70000,15.05,67.2,0,1,17455.6096
13000,3,9.91,1,2,0,0,105000,14.96,80.2,0,1,14114.413166273402
20000,5,16.77,3,1,4,4,108000,13.5,71.8,0,1,29674.60686
20000,3,13.49,2,4,0,0,47000,19.86,86.4,0,1,24429.920000004706
6000,3,8.9,0,1,1,4,24000,11.55,88.7,0,1,6858.700001
12000,5,18.25,3,2,4,4,165000,6.27,63.1,0,0,9988.47
25000,3,11.71,1,2,4,4,70000,17.14,48.4,0,1,29768.369999996903
21650,5,19.03,4,2,2,3,49000,17.19,72.7,0,1,29293.50777
19500,5,16.77,3,2,5,0,85470,20.04,56.9,0,1,23923.332369519503
5200,3,14.65,2,2,0,4,32160,23.47,33.2,0,1,6457.309999
6000,3,13.49,2,2,5,0,50000,23.86,24.6,0,1,6752.667421
15000,3,12.69,1,2,4,4,62000,18.77,43.8,0,0,13126.6
8000,3,11.71,1,1,0,4,115000,2.07,76.2,0,1,9525.87
4000,3,15.27,2,2,5,3,25000,12.62,91,0,0,1191.869999999998
12000,3,11.71,1,2,1,4,95000,19.73,96.2,0,1,14120.5526
3000,3,11.71,1,1,2,4,55000,9.75,92.7,0,0,2232.380000000001
11000,3,6.62,0,1,0,4,37000,18.78,64.8,0,1,11968.79334
15000,3,15.96,2,1,5,3,60000,19.52,73.2,0,1,18974.13001
12000,3,7.51,0,1,0,4,52000,24.16,70.1,0,1,13439.869996546498
29100,5,23.91,6,2,4,4,95000,16.41,99.7,0,1,40059.16855
5000,3,14.65,2,4,5,0,48000,19.57,74.3,0,1,6208.871107
25850,3,7.9,0,1,4,0,60000,8.86,31.2,0,1,29118.680004903505
16400,3,15.96,2,1,0,3,140000,12.71,89.5,0,1,20744.97998
12000,3,12.69,1,1,1,0,65000,14.97,78.9,0,1,14069.22142
8000,3,7.51,0,2,1,4,28000,19.46,46.5,0,1,8959.9
17500,5,10.65,1,2,2,4,45256,22.01,63.7,0,0,11691.410000000002
4000,3,7.9,0,1,0,4,70000,17.33,54.1,0,1,4443.557987
14000,5,8.9,0,2,2,4,46000,14.48,23.7,0,1,17391.43001
8000,3,12.42,1,2,4,4,30000,13.28,82,0,1,9226.982365
16300,5,13.49,2,12,0,4,45000,3.65,0.4,0,1,19982.01298
4000,3,8.9,0,4,1,0,50000,22.63,70.8,0,1,4385.183260459001
18000,3,7.9,0,2,0,0,72000,15.05,69.4,0,1,20268.47001
3300,3,11.71,1,2,0,4,90000,7.21,60.3,0,1,3776.309500511796
15000,3,15.27,2,2,0,4,70000,8.25,91.8,0,0,1855.85
12250,5,18.25,3,2,0,4,62500,20.83,52.3,0,1,16753.78236
10350,5,14.27,2,2,2,0,35000,13.13,26,1,0,7027.000000000001
4200,3,13.49,2,8,2,4,55044,8.74,6,0,1,4338.431243027901
17000,5,16.77,3,1,2,4,81000,12.62,70.9,0,0,14097.339999999998
20000,3,14.65,2,1,5,0,90000,18.17,69.5,0,1,24835.760000001905
10000,3,12.42,1,6,4,0,76500,12.31,19.1,0,1,12029.44225
12000,3,9.91,1,1,5,0,63000,16.48,75.1,0,1,13855.56224
15000,3,12.69,1,1,4,4,80000,6.55,70.6,0,1,18114.16001
22500,5,12.69,1,9,4,0,45000,11.04,31.3,0,1,30502.623091322403
35000,5,14.27,2,11,1,0,100800,22.5,0.7,0,1,37424.3433
35000,5,18.64,4,2,5,0,110000,16.4,63.6,0,1,49163.85017
18250,5,23.52,6,2,1,3,40000,19.2,98.3,0,1,31196.222337007403
20000,5,18.64,4,9,0,0,55800,9.91,87.2,0,1,24307.32501
15000,3,6.03,0,4,0,3,130000,10.94,14.6,0,1,16435.17001
12500,3,11.71,1,1,4,4,80000,5.86,79.2,0,1,14489.1488
15000,3,13.49,2,1,4,4,60000,7.8,80.9,0,1,18414.010010236987
16750,3,17.58,3,2,4,4,48000,15.68,87,0,1,19682.25754
10400,3,11.71,1,1,1,3,35000,13.06,73.6,0,1,12404.10001
6000,3,12.42,1,6,3,4,42000,16.66,91.1,0,1,7206.830002
7000,3,8.9,0,2,4,4,85000,7.07,33.1,0,1,8001.780001
12000,3,6.03,0,7,1,0,243600,6.45,19.7,0,1,13148.137858729098
17000,5,20.89,5,4,5,0,84000,10.19,76.9,0,0,1954.17
16000,3,14.65,2,2,3,0,70000,4.99,43.3,0,0,9274.81
8000,3,6.62,0,1,1,3,42240,12.33,53.5,0,0,6140.75
24000,5,20.3,4,2,0,4,152000,13.28,95.8,0,1,32208.67736
30000,5,18.64,4,1,0,3,120000,9.17,66,0,0,24439.43
12000,5,13.49,2,2,0,4,50000,12.62,69.7,0,1,14942.13195
10400,3,14.27,2,2,2,0,45000,21.87,87.1,0,1,12783.28991
7200,5,17.27,3,2,4,4,103000,10.53,63.8,0,1,10787.33999
6350,5,11.71,1,0,0,4,49200,4.71,24.6,0,1,8419.268087
15000,3,12.42,1,2,1,4,90000,11.2,77.1,0,0,13198.91
10000,3,6.03,0,2,5,0,80000,10.66,33.9,0,1,10794.75097
12000,3,9.91,1,2,4,4,90000,4.84,49.1,0,1,13921.17999
22750,5,20.3,4,2,1,0,47840,19.31,62.8,0,0,15201.76
20000,5,20.3,4,2,1,3,100000,11.32,94.7,0,1,30705.059999997084
8875,3,8.9,0,2,5,0,58000,28.84,64.5,0,1,10043.07541
4000,3,13.49,2,9,0,4,90000,12.79,47.5,0,1,4338.974241
15000,3,12.69,1,2,0,4,75000,7.97,43.5,0,1,18114.16001
13475,5,8.9,0,2,0,4,26400,27.27,0,0,1,16743.84688
6625,3,6.03,0,9,0,4,16800,20.29,9.5,0,1,7258.859044
10000,3,6.62,0,2,2,4,45000,24.24,0,0,1,11053.310000001298
12000,5,19.03,4,2,2,4,45000,9.01,78,0,1,16529.57012
20000,5,18.64,4,2,2,4,87000,9.31,88.4,0,1,30920.95623
35000,3,8.9,0,2,1,0,84500,2.47,15.2,0,1,39482.77237
22000,3,17.58,3,1,5,0,72000,18.7,71.6,0,1,26276.00229
12000,3,16.29,3,2,1,4,53000,22.26,96.8,0,1,15249.70999
9000,3,8.9,0,2,0,4,25600,17.67,60.8,0,1,10288.04
12000,3,14.65,2,1,0,4,66000,8.76,59.3,0,1,14336.06373
17000,5,19.03,4,2,1,4,57000,8.72,57.4,0,1,21612.255401847204
10000,3,12.42,1,1,1,4,32000,23.93,80.6,0,1,12029.45
6900,3,12.42,1,2,1,0,35000,23.83,72.4,0,1,8300.319999
13000,3,12.42,1,9,4,4,170000,9.41,88.9,0,1,15638.339990773802
18650,3,9.91,1,2,2,0,50000,21.31,81.5,0,1,21635.81001
8000,3,12.42,1,2,2,4,60000,22.02,66.5,0,1,9623.54
20000,5,17.58,3,2,0,0,42000,8.91,66.5,0,1,27913.43000000009
30000,3,9.91,1,2,1,4,55000,13.37,38.6,0,1,32290.80687
2400,3,9.91,1,13,3,0,72000,17.38,80.8,0,0,309.36
12000,5,18.25,3,2,0,0,75000,17.2,91.1,0,1,17655.21998
12000,3,13.49,2,2,1,0,40000,13.65,50.2,0,1,14076.164036515998
20000,3,16.77,3,2,5,0,65000,10.43,76.6,0,1,25587.6
16000,3,7.9,0,4,0,0,70000,9,37.8,0,1,17089.07618
22800,5,17.27,3,1,1,4,68000,10.02,65.6,0,0,18006.29
18000,3,14.65,2,2,0,4,52000,21.37,89.1,0,1,22278.205110051007
3500,3,6.62,0,4,1,3,39600,0.76,16.1,0,1,3538.183811
3000,3,11.71,1,11,0,4,18000,24.27,21.5,0,0,838.98
27300,5,10.65,1,2,2,4,50000,25.7,16.8,0,1,33824.22998
20000,3,13.49,2,1,4,4,140000,7.89,75,0,1,24429.42
4350,3,16.29,3,1,1,4,20000,20.7,90.5,0,1,5475.083491
7000,3,9.91,1,1,5,0,66000,16.78,66.3,0,1,7228.287685
6025,3,11.71,1,1,5,4,19200,11.13,42.4,0,1,7174.130001
10000,3,6.03,0,2,2,4,48000,23.55,5.1,0,1,10730.99139
7200,3,12.69,1,1,0,0,45000,11.39,76.4,0,1,8197.814447
14000,3,9.91,1,1,2,3,38000,22.48,41.4,0,1,16241.38
8400,5,14.65,2,0,1,4,51008,8.14,82.9,0,1,11912.868
4200,3,6.62,0,2,4,4,35000,21.91,63.8,0,0,3299.33
7000,5,22.06,5,1,2,4,50000,11.76,88.7,0,0,6090.59
14000,5,13.49,2,11,2,0,27840,10.78,57.2,0,0,5601.73
6000,3,6.62,0,2,1,4,24000,7.2,33,0,1,6274.824372977198
10000,3,14.65,2,1,2,0,77000,7.36,40.6,0,1,10596.46345
5325,3,12.42,1,1,0,4,22000,12.55,88.5,0,0,4626.44
14000,3,10.65,1,2,1,3,35000,13.44,46.2,0,0,6036.92
20000,3,17.27,3,2,0,0,50000,3.02,38.2,0,0,26149.35
5000,3,12.42,1,0,5,4,47000,2.91,70.4,0,1,5576.720988
20000,5,13.49,2,13,4,4,50000,19.22,57.8,0,1,20226.34
35000,5,12.69,1,2,3,4,71000,17.09,43.1,0,1,47448.731
12000,5,18.25,3,2,0,4,100000,15.16,82,0,0,15756.73
14150,3,12.69,1,2,5,4,40000,13.35,86.4,0,1,15817.44335
12000,5,8.9,0,9,1,0,33280,9.3,41.6,0,1,13792.061331284202
17000,5,17.58,3,1,1,4,75600,19.73,74.1,0,0,19883.14
15000,3,7.51,0,2,1,3,44500,26.75,57.5,0,1,15446.04873
18000,3,12.42,1,2,2,4,50000,23.45,73.2,0,1,20760.56433
35000,3,7.9,0,4,1,0,264000,2.45,59.3,0,1,39418.79999
16000,3,7.9,0,1,1,3,51000,20.59,57,0,1,18023.16
12000,5,15.96,2,2,0,0,42000,26.11,97.2,0,1,17192.08999
7000,3,6.03,0,9,4,4,29004,8.15,58.9,0,1,7669.749882
10000,3,13.49,2,1,2,4,60000,17.18,86.6,0,0,6446.89
17200,5,20.89,5,5,1,4,52000,7.06,96.4,0,1,27885.220018159904
7200,3,11.71,1,2,2,0,55000,7.57,93.9,0,1,8573.279998
12000,3,14.27,2,2,2,4,70000,19.94,60.3,0,1,14821.42999
6000,3,12.42,1,1,4,3,26000,26.68,96.6,0,1,7217.640001584399
20000,3,9.91,1,2,4,0,210000,17.86,90.3,0,1,21833.63888
8000,3,11.71,1,9,5,0,140000,9.84,96.2,0,1,9525.87
35000,5,22.35,5,2,0,0,115000,17.24,83.3,0,1,44645.11240320409
5000,3,12.69,1,2,1,4,30000,23.36,45.1,0,0,1092.42
